-0.50000000000000000 0.0000000000000000
-0.43750000000000000 0.19199165868622716E-1
-0.37500000000000000 0.34900695130511576E-1
-0.31250000000000000 0.47491442771347148E-1
-0.25000000000000000 0.57318746389370220E-1
-0.18750000000000000 0.64679042509285481E-1
-0.12500000000000000 0.69814608210390372E-1
-0.62500000000000000E-1 0.72925054683944654E-1
0.0000000000000000 0.74227138017277983E-1
0.62500000000000000E-1 0.72925054683944654E-1
0.12500000000000000 0.69814608210390372E-1
0.18750000000000000 0.64679042509285481E-1
0.25000000000000000 0.57318746389370220E-1
0.31250000000000000 0.47491442771347148E-1
0.37500000000000000 0.34900695130511576E-1
0.43750000000000000 0.19199165868622716E-1
0.50000000000000000 0.0000000000000000
