68 2
 0.500000000000000E+00 0.000000000000000E+00
 0.100000000000000E+01 0.000000000000000E+00
 0.100000000000000E+01 0.200000000000000E+01
 0.000000000000000E+00 0.200000000000000E+01
 0.000000000000000E+00 0.500000000000000E+00
 0.000000000000000E+00 0.000000000000000E+00
 0.666666666666667E+00 0.000000000000000E+00
 0.833333333333333E+00 0.000000000000000E+00
 0.100000000000000E+01 0.222222222221818E+00
 0.100000000000000E+01 0.444444444443431E+00
 0.100000000000000E+01 0.666666666665005E+00
 0.100000000000000E+01 0.888888888886579E+00
 0.100000000000000E+01 0.111111111110877E+01
 0.100000000000000E+01 0.133333333333158E+01
 0.100000000000000E+01 0.155555555555438E+01
 0.100000000000000E+01 0.177777777777719E+01
 0.800000000000000E+00 0.200000000000000E+01
 0.600000000001387E+00 0.200000000000000E+01
 0.400000000001665E+00 0.200000000000000E+01
 0.200000000000833E+00 0.200000000000000E+01
 0.000000000000000E+00 0.178571428571574E+01
 0.000000000000000E+00 0.157142857143024E+01
 0.000000000000000E+00 0.135714285714420E+01
 0.000000000000000E+00 0.114285714285815E+01
 0.000000000000000E+00 0.928571428572098E+00
 0.000000000000000E+00 0.714285714286049E+00
 0.191341716698957E+00 0.461939766041739E+00
 0.353553391397696E+00 0.353553389788851E+00
 0.461939766490690E+00 0.191341715615093E+00
 0.507379298555638E+00 0.182612257891596E+01
 0.184707244038149E+00 0.125215072862170E+01
 0.367802843139944E+00 0.548273221700539E+00
 0.774567700991153E+00 0.980667805296414E+00
 0.801031624084048E+00 0.146018504004695E+01
 0.527582960957419E+00 0.434998294070009E+00
 0.554386270192964E+00 0.645451298498344E+00
 0.374757557362383E+00 0.751481368991911E+00
 0.663052230761430E+00 0.269191595295751E+00
 0.185576872238798E+00 0.167857142857299E+01
 0.704865153102234E+00 0.506514178010976E+00
 0.573054547366448E+00 0.860510487799258E+00
 0.381864418468052E+00 0.962214829912136E+00
 0.571184984041728E+00 0.106008300952699E+01
 0.783597609985680E+00 0.729179268672970E+00
 0.735983869026769E+00 0.121342924120946E+01
 0.586081629688376E+00 0.139874147456677E+01
 0.608488676561430E+00 0.163263414860831E+01
 0.444416216038242E+00 0.153200664307352E+01
 0.374882894502186E+00 0.115668820227411E+01
 0.172257007402409E+00 0.146492739672736E+01
 0.185617161812727E+00 0.104162204635519E+01
 0.700000000000693E+00 0.182679491924431E+01
 0.192207772348364E+00 0.840130543272735E+00
 0.305164562438311E+00 0.184273193563607E+01
 0.827914944306704E+00 0.168400145979908E+01
 0.849303975342667E+00 0.371902486106924E+00
 0.755059422606760E+00 0.124588088610552E+00
 0.187684981591608E+00 0.636018435715495E+00
 0.356403804810900E+00 0.136488377682078E+01
 0.609343617305109E+00 0.117024279904279E+00
 0.393357512799553E+00 0.169233298714313E+01
 0.531991275820863E+00 0.123466591441892E+01
 0.138148286935589E+00 0.186140352998496E+01
 0.857969365194049E+00 0.185106131756334E+01
 0.874389681861815E+00 0.551250108479015E+00
 0.887597925177093E+00 0.116059446389544E+00
 0.836315327682671E+00 0.224419668693612E+00
 0.292484744760134E+00 0.157162154545388E+01
